player,deck_name,deck_list,url,common,mythic,rare,uncommon
Clément_Sarton,Uw_Control,"1 Disenchant, 7 Island, 4 Plains, 4 Hallowed Fountain, 3 Glass Casket, 1 Brazen Borrower, 3 Gadwick, the Wizened, 2 Castle Ardenvale, 2 Castle Vantress, 4 Fabled Passage, 3 Chemister's Insight, 4 Absorb, 4 Opt, 4 Tranquil Cove, 1 Apostle of Purifying Light, 2 Devout Decree, 4 Aether Gust, 2 Angel of Grace, 1 Quench, 2 Ugin, the Ineffable, 2 Finale of Glory, 3 Prison Realm, 4 Dovin's Veto, 4 Teferi, Time Raveler, 3 Time Wipe, 1 Sorcerous Spyglass, ",https://www.mtgtop8.com/event?e=23754&d=364989&f=ST,21,5,29,20
Kevin_Duong,Gruul_Midrange,"9 Forest, 8 Mountain, 3 Bonecrusher Giant, 2 Embercleave, 2 Redcap Melee, 4 Questing Beast, 2 Fabled Passage, 3 Lovestruck Beast, 4 Pelt Collector, 4 Stomping Ground, 2 Chandra, Awakened Inferno, 2 Shifting Ceratops, 2 Voracious Hydra, 3 Skarrgan Hellkite, 3 Cindervines, 4 Gruul Spellbreaker, 4 Zhur-Taa Goblin, 3 Collision-Colossus, 2 Nissa, Who Shakes the World, 3 Paradise Druid, 3 Domri, Anarch of Bolas, 3 Domri's Ambush, ",https://www.mtgtop8.com/event?e=23810&d=365471&f=ST,17,11,32,15
Steven_Maack,Rakdos_Aggro,"5 Mountain, 10 Swamp, 4 Blood Crypt, 4 Cauldron Familiar, 4 Claim the Firstborn, 4 Witch's Oven, 2 Castle Locthwain, 4 Fabled Passage, 2 Embereth Shieldbreaker, 4 Midnight Reaper, 3 Cavalier of Night, 4 Noxious Grasp, 4 Gutterbones, 4 Priest of Forgotten Gods, 1 Bedevil, 4 Duress, 4 Angrath's Rampage, 4 Dreadhorde Butcher, 4 Mayhem Devil, ",https://www.mtgtop8.com/event?e=24112&d=368269&f=ST,19,3,27,26
Chris_Yap,Selesnya_Adventure,"8 Forest, 8 Plains, 4 Faerie Guidemother, 4 Giant Killer, 2 Glass Casket, 4 Shepherd of the Flock, 4 Edgewall Innkeeper, 4 Once Upon a Time, 2 Questing Beast, 1 Castle Ardenvale, 1 Flaxen Intruder, 4 Lovestruck Beast, 2 Conclave Tribunal, 4 Venerated Loxodon, 1 Knight of Autumn, 3 March of the Multitudes, 3 Flower-Flourish, 2 Apostle of Purifying Light, 1 Devout Decree, 2 Veil of Summer, 4 Temple Garden, 2 Unbreakable Formation, 3 Gideon Blackblade, 2 God-Eternal Oketra, ",https://www.mtgtop8.com/event?e=23704&d=364532&f=ST,20,10,24,21
RandomDrooler,Sultai_Ramp,"1 Disenchant, 2 Island, 2 Mountain, 1 Plains, 4 Hallowed Fountain, 4 Mystical Dispute, 4 Bonecrusher Giant, 4 Fires of Invention, 2 Castle Vantress, 3 Fabled Passage, 2 Kenrith, the Returned King, 4 Deafening Clarion, 2 Justice Strike, 4 Steam Vents, 3 Temple of Epiphany, 2 Devout Decree, 3 Aether Gust, 3 Cavalier of Gales, 4 Cavalier of Flame, 2 Sacred Foundry, 1 Watery Grave, 4 Tithe Taker, 3 Shimmer of Possibility, 4 Sphinx of Foresight, 3 Temple of Triumph, 4 Teferi, Time Raveler, ",https://www.mtgtop8.com/event?e=24131&d=368424&f=ST,9,9,46,11
RandomDrooler,Fires_of_Invention,"1 Disenchant, 2 Island, 2 Mountain, 1 Plains, 4 Hallowed Fountain, 4 Mystical Dispute, 4 Bonecrusher Giant, 4 Fires of Invention, 2 Castle Vantress, 3 Fabled Passage, 2 Kenrith, the Returned King, 4 Deafening Clarion, 2 Justice Strike, 4 Steam Vents, 3 Temple of Epiphany, 2 Devout Decree, 3 Aether Gust, 3 Cavalier of Gales, 4 Cavalier of Flame, 2 Sacred Foundry, 1 Watery Grave, 4 Tithe Taker, 3 Shimmer of Possibility, 4 Sphinx of Foresight, 3 Temple of Triumph, 4 Teferi, Time Raveler, ",https://www.mtgtop8.com/event?e=24131&d=368422&f=ST,9,9,46,11
lampalot,Weenie_White_,"16 Plains, 4 Loyal Pegasus, 4 Faerie Guidemother, 4 Giant Killer, 3 Glass Casket, 4 Hushbringer, 4 Heraldic Banner, 4 Castle Ardenvale, 1 Haazda Marshal, 4 Healer's Hawk, 4 Hunted Witness, 4 Venerated Loxodon, 3 Devout Decree, 4 Raise the Alarm, 4 Tithe Taker, 3 Unbreakable Formation, 4 Gideon Blackblade, 1 Gideon's Sacrifice, ",https://www.mtgtop8.com/event?e=24240&d=369214&f=ST,33,4,23,15
Dyachenko_Andrew,Selesnya_Adventures,"7 Forest, 8 Plains, 4 Faerie Guidemother, 4 Giant Killer, 2 Glass Casket, 2 Hushbringer, 3 Shepherd of the Flock, 4 Edgewall Innkeeper, 1 The Great Henge, 1 Once Upon a Time, 2 Questing Beast, 2 Castle Ardenvale, 2 Flaxen Intruder, 4 Lovestruck Beast, 1 Conclave Tribunal, 4 Venerated Loxodon, 2 Knight of Autumn, 2 March of the Multitudes, 1 Trostani Discordant, 3 Flower-Flourish, 2 Devout Decree, 2 Veil of Summer, 4 Temple Garden, 2 Unbreakable Formation, 2 Call of the Conclave, 2 Gideon Blackblade, 2 Prison Realm, ",https://www.mtgtop8.com/event?e=23734&d=364786&f=ST,19,8,25,21
Logan_Nettles,Simic_Flash,"7 Forest, 7 Island, 4 Breeding Pool, 4 Brazen Borrower, 4 Mystical Dispute, 2 Castle Vantress, 1 Fabled Passage, 2 Lovestruck Beast, 2 Chemister's Insight, 2 Sinister Sabotage, 3 Opt, 4 Aether Gust, 4 Nightpack Ambusher, 1 Negate, 2 Quench, 4 Growth Spiral, 4 Frilled Mystic, 2 Hydroid Krasis, 4 Temple of Mystery, 1 Commence the Endgame, 4 Nissa, Who Shakes the World, 3 Paradise Druid, 2 Return to Nature, 2 Sorcerous Spyglass, ",https://www.mtgtop8.com/event?e=24108&d=368241&f=ST,26,6,24,19
Thomas_Bocahut,Temur_Midrange,"4 Forest, 3 Island, 3 Mountain, 4 Breeding Pool, 4 Brazen Borrower, 2 Mystical Dispute, 4 Bonecrusher Giant, 3 Embercleave, 3 Questing Beast, 3 The Royal Scions, 1 Castle Garenbrig, 3 Fabled Passage, 2 Lovestruck Beast, 3 Lava Coil, 3 Steam Vents, 3 Stomping Ground, 2 Disdainful Stroke, 2 Aether Gust, 1 Vivien, Arkbow Ranger, 3 Thrashing Brontodon, 3 Mass Manipulation, 4 Growth Spiral, 4 Hydroid Krasis, 4 Nissa, Who Shakes the World, 4 Paradise Druid, ",https://www.mtgtop8.com/event?e=23803&d=365412&f=ST,16,18,27,14
Drake_Sasser,Simic_Ramp_Elemental,"9 Forest, 8 Island, 4 Breeding Pool, 3 Gadwick, the Wizened, 3 Mystical Dispute, 1 Castle Garenbrig, 2 Castle Vantress, 1 Quasiduplicate, 1 Disdainful Stroke, 4 Aether Gust, 4 Cavalier of Thorns, 4 Leafkin Druid, 3 Shifting Ceratops, 4 Risen Reef, 1 Negate, 2 Mass Manipulation, 4 Growth Spiral, 4 Hydroid Krasis, 4 Temple of Mystery, 4 Nissa, Who Shakes the World, 1 Paradise Druid, 3 Return to Nature, 1 Tamiyo, Collector of Tales, ",https://www.mtgtop8.com/event?e=24032&d=367626&f=ST,30,8,25,12
Laschenov_Ivan,Gruul_Aggro,"2 Shock, 10 Forest, 8 Mountain, 2 Grafdigger's Cage, 3 Bonecrusher Giant, 3 Embercleave, 2 Redcap Melee, 2 Questing Beast, 4 Kraul Harpooner, 4 Pelt Collector, 4 Stomping Ground, 1 Rugged Highlands, 2 Flame Sweep, 3 Shifting Ceratops, 3 Thrashing Brontodon, 2 Skarrgan Hellkite, 2 Cindervines, 4 Gruul Spellbreaker, 4 Zhur-Taa Goblin, 3 Collision-Colossus, 2 God-Eternal Rhonas, 3 Paradise Druid, 2 Sorcerous Spyglass, ",https://www.mtgtop8.com/event?e=23800&d=365394&f=ST,21,9,24,21
Inoue_Hiroki,Temur_Flash,"4 Forest, 2 Island, 1 Mountain, 3 Unsummon, 4 Breeding Pool, 4 Brazen Borrower, 2 Mystical Dispute, 4 Bonecrusher Giant, 2 Questing Beast, 1 Castle Vantress, 3 Fabled Passage, 3 Ionize, 4 Steam Vents, 4 Stomping Ground, 1 Temple of Epiphany, 1 Disdainful Stroke, 3 Aether Gust, 2 Tale's End, 2 Chandra, Awakened Inferno, 2 Flame Sweep, 4 Nightpack Ambusher, 2 Cindervines, 3 Frilled Mystic, 3 Hydroid Krasis, 1 Temple of Mystery, 1 Lazotep Plating, 3 Nissa, Who Shakes the World, 4 Paradise Druid, 2 Sorcerous Spyglass, ",https://www.mtgtop8.com/event?e=23980&d=367112&f=ST,11,11,38,15
Suzuki_Kazushige,Temur_Reclamation,"1 Forest, 2 Island, 2 Mountain, 4 Breeding Pool, 3 Mystical Dispute, 3 Escape to the Wilds, 2 Castle Vantress, 3 Fabled Passage, 3 Chemister's Insight, 2 Lava Coil, 3 Niv-Mizzet, Parun, 4 Expansion-Explosion, 4 Steam Vents, 4 Stomping Ground, 4 Opt, 3 Temple of Epiphany, 4 Aether Gust, 4 Flame Sweep, 3 Fry, 3 Veil of Summer, 3 Negate, 4 Wilderness Reclamation, 4 Growth Spiral, 2 Temple of Mystery, 1 Narset, Parter of Veils, ",https://www.mtgtop8.com/event?e=23749&d=364942&f=ST,16,0,32,27
Tirentu,Gruul_Aggro,"3 Shock, 10 Forest, 8 Mountain, 4 Bonecrusher Giant, 4 Embercleave, 4 Questing Beast, 2 Fabled Passage, 3 Lava Coil, 2 Kraul Harpooner, 4 Pelt Collector, 4 Stomping Ground, 3 Shifting Ceratops, 3 Thrashing Brontodon, 3 Skarrgan Hellkite, 4 Growth-Chamber Guardian, 2 Cindervines, 4 Gruul Spellbreaker, 4 Zhur-Taa Goblin, 4 Domri's Ambush, ",https://www.mtgtop8.com/event?e=23812&d=365506&f=ST,21,11,27,16
Tyler_Cook,Mono_Red_Aggro,"4 Shock, 14 Mountain, 4 Bonecrusher Giant, 3 Redcap Melee, 3 Rimrock Knight, 4 Slaying Fire, 2 Castle Embereth, 3 Dwarven Mine, 2 Torbran, Thane of Red Fell, 4 Experimental Frenzy, 3 Lava Coil, 3 Legion Warboss, 4 Runaway Steam-Kin, 1 Chandra's Pyrohelix, 2 Flame Sweep, 2 Fry, 4 Leyline of Combustion, 3 Scorch Spitter, 3 Light Up the Stage, 4 Skewer the Critics, 3 Tibalt, Rakish Instigator, ",https://www.mtgtop8.com/event?e=24214&d=368963&f=ST,32,0,23,20
Dylan_Nollen,Rakdos_Aggro,"6 Mountain, 9 Swamp, 4 Blood Crypt, 4 Blacklance Paragon, 2 Epic Downfall, 2 Murderous Rider, 2 Bonecrusher Giant, 4 Embercleave, 4 Stormfist Crusader, 1 Castle Locthwain, 4 Tournament Grounds, 3 Embereth Shieldbreaker, 4 Fervent Champion, 2 Cavalier of Night, 4 Knight of the Ebon Legion, 2 Legion's End, 2 Noxious Grasp, 4 Rotting Regisaur, 4 Drill Bit, 4 Gutterbones, 2 Spawn of Mayhem, 1 Massacre Girl, 1 Sorcerous Spyglass, ",https://www.mtgtop8.com/event?e=24108&d=368245&f=ST,15,8,37,15
Andy_Peters,Fires_of_Invention,"2 Planar Cleansing, 2 Disenchant, 2 Island, 2 Mountain, 1 Plains, 4 Hallowed Fountain, 4 Mystical Dispute, 2 Bonecrusher Giant, 4 Fires of Invention, 3 Castle Vantress, 3 Fabled Passage, 3 Kenrith, the Returned King, 4 Deafening Clarion, 1 Justice Strike, 4 Steam Vents, 3 Temple of Epiphany, 2 Devout Decree, 2 Aether Gust, 3 Cavalier of Gales, 4 Cavalier of Flame, 2 Sacred Foundry, 4 Tithe Taker, 3 Shimmer of Possibility, 4 Sphinx of Foresight, 3 Temple of Triumph, 4 Teferi, Time Raveler, ",https://www.mtgtop8.com/event?e=24240&d=369199&f=ST,10,10,46,9
Jamie_Katz,Jund_Sacrifice,"5 Forest, 1 Mountain, 2 Swamp, 4 Blood Crypt, 4 Cauldron Familiar, 2 Epic Downfall, 3 Murderous Rider, 3 Beanstalk Giant, 4 Gilded Goose, 4 Trail of Crumbs, 2 Wicked Wolf, 4 Witch's Oven, 2 Castle Locthwain, 3 Fabled Passage, 2 Lovestruck Beast, 3 Korvold, Fae-Cursed King, 4 Stomping Ground, 2 Noxious Grasp, 4 Overgrown Tomb, 3 Thrashing Brontodon, 2 Drill Bit, 2 Duress, 2 Massacre Girl, 4 Casualties of War, 4 Mayhem Devil, ",https://www.mtgtop8.com/event?e=24112&d=368271&f=ST,10,3,34,28
Tomita_Hiroki,Bant_Ramp,"6 Forest, 1 Island, 1 Plains, 4 Breeding Pool, 4 Hallowed Fountain, 2 Mystical Dispute, 4 Gilded Goose, 2 Questing Beast, 1 Castle Vantress, 3 Fabled Passage, 2 Devout Decree, 4 Leafkin Druid, 3 Shifting Ceratops, 3 Vivien, Arkbow Ranger, 4 Voracious Hydra, 4 Risen Reef, 3 Negate, 4 Temple Garden, 2 Thrashing Brontodon, 3 Deputy of Detention, 4 Hydroid Krasis, 4 Nissa, Who Shakes the World, 3 Bioessence Hydra, 4 Teferi, Time Raveler, ",https://www.mtgtop8.com/event?e=23790&d=365307&f=ST,15,9,41,10
Andrea_Gereon,Golgari_Sacrifice,"8 Forest, 7 Swamp, 4 Cauldron Familiar, 4 Murderous Rider, 4 Gilded Goose, 4 Trail of Crumbs, 2 Deathless Knight, 4 Witch's Oven, 2 Castle Locthwain, 1 Fabled Passage, 4 Lovestruck Beast, 3 Midnight Reaper, 2 Vraska, Golgari Queen, 3 Temple of Malady, 1 Legion's End, 1 Noxious Grasp, 4 Overgrown Tomb, 3 Thrashing Brontodon, 4 Duress, 3 Massacre Girl, 2 Paradise Druid, 2 Return to Nature, 3 Casualties of War, ",https://www.mtgtop8.com/event?e=23942&d=366772&f=ST,21,2,32,20
Dom_Harvey,Jund_Sacrifice,"4 Forest, 1 Mountain, 2 Swamp, 4 Blood Crypt, 4 Cauldron Familiar, 3 Murderous Rider, 1 Beanstalk Giant, 4 Gilded Goose, 4 Trail of Crumbs, 2 Wicked Wolf, 4 Witch's Oven, 2 Castle Locthwain, 4 Fabled Passage, 2 Lovestruck Beast, 4 Korvold, Fae-Cursed King, 4 Stomping Ground, 4 Noxious Grasp, 4 Overgrown Tomb, 3 Thrashing Brontodon, 3 Duress, 2 Massacre Girl, 2 Paradise Druid, 4 Casualties of War, 4 Mayhem Devil, ",https://www.mtgtop8.com/event?e=24225&d=369061&f=ST,10,4,35,26
Lukas261997,Fires_of_Invention,"1 Disenchant, 2 Island, 2 Mountain, 1 Plains, 4 Hallowed Fountain, 4 Mystical Dispute, 2 Bonecrusher Giant, 4 Fires of Invention, 3 Castle Vantress, 3 Fabled Passage, 3 Kenrith, the Returned King, 4 Deafening Clarion, 3 Justice Strike, 4 Steam Vents, 3 Temple of Epiphany, 2 Devout Decree, 3 Aether Gust, 3 Cavalier of Gales, 4 Cavalier of Flame, 2 Sacred Foundry, 4 Tithe Taker, 3 Shimmer of Possibility, 4 Sphinx of Foresight, 3 Temple of Triumph, 4 Teferi, Time Raveler, ",https://www.mtgtop8.com/event?e=24137&d=368460&f=ST,9,10,44,12
Biggoon86,Simic_Flash,"9 Island, 4 Mountain, 4 Brazen Borrower, 4 Gadwick, the Wizened, 4 Mystical Dispute, 4 Bonecrusher Giant, 1 Embercleave, 3 Scorching Dragonfire, 2 Castle Vantress, 2 Fabled Passage, 2 Lava Coil, 4 Ionize, 4 Steam Vents, 4 Opt, 4 Temple of Epiphany, 1 Aether Gust, 4 Brineborn Cutthroat, 3 Flame Sweep, 3 Negate, 3 Quench, 2 Skarrgan Hellkite, 3 Ral's Outburst, 1 Blast Zone, ",https://www.mtgtop8.com/event?e=24042&d=367727&f=ST,26,7,25,17
Biggoon86,Rakdos_Aristocrats,"9 Island, 4 Mountain, 4 Brazen Borrower, 4 Gadwick, the Wizened, 4 Mystical Dispute, 4 Bonecrusher Giant, 1 Embercleave, 3 Scorching Dragonfire, 2 Castle Vantress, 2 Fabled Passage, 2 Lava Coil, 4 Ionize, 4 Steam Vents, 4 Opt, 4 Temple of Epiphany, 1 Aether Gust, 4 Brineborn Cutthroat, 3 Flame Sweep, 3 Negate, 3 Quench, 2 Skarrgan Hellkite, 3 Ral's Outburst, 1 Blast Zone, ",https://www.mtgtop8.com/event?e=23947&d=366880&f=ST,26,7,25,17
Nishiura_Ryousuke,Temur_Reclamation,"1 Forest, 2 Island, 2 Mountain, 4 Breeding Pool, 2 Brazen Borrower, 3 Mystical Dispute, 4 Bonecrusher Giant, 3 Scorching Dragonfire, 1 Castle Vantress, 3 Fabled Passage, 4 Chemister's Insight, 2 Niv-Mizzet, Parun, 4 Expansion-Explosion, 4 Steam Vents, 4 Stomping Ground, 4 Opt, 2 Temple of Epiphany, 3 Aether Gust, 3 Flame Sweep, 4 Nightpack Ambusher, 4 Negate, 4 Wilderness Reclamation, 4 Growth Spiral, 3 Temple of Mystery, 1 Narset, Parter of Veils, ",https://www.mtgtop8.com/event?e=23907&d=366409&f=ST,20,2,35,18
Brian_Weller-gordon,Simic_Flash,"7 Forest, 7 Island, 4 Breeding Pool, 3 Brazen Borrower, 4 Mystical Dispute, 2 Kenrith's Transformation, 2 Castle Vantress, 1 Fabled Passage, 4 Lovestruck Beast, 1 Chemister's Insight, 2 Sinister Sabotage, 2 Opt, 4 Aether Gust, 4 Nightpack Ambusher, 1 Negate, 2 Quench, 4 Growth Spiral, 4 Frilled Mystic, 3 Hydroid Krasis, 4 Temple of Mystery, 4 Nissa, Who Shakes the World, 3 Paradise Druid, 1 Crushing Canopy, 2 Sorcerous Spyglass, ",https://www.mtgtop8.com/event?e=24108&d=368240&f=ST,24,6,25,20
Ace_Ashley_Baron,Rakdos_Aggro,"6 Mountain, 9 Swamp, 4 Blood Crypt, 4 Blacklance Paragon, 3 Epic Downfall, 2 Murderous Rider, 2 Bonecrusher Giant, 4 Embercleave, 4 Stormfist Crusader, 1 Castle Locthwain, 4 Tournament Grounds, 3 Embereth Shieldbreaker, 2 Rankle, Master of Pranks, 4 Fervent Champion, 2 Cavalier of Night, 4 Knight of the Ebon Legion, 2 Legion's End, 2 Noxious Grasp, 4 Rotting Regisaur, 2 Drill Bit, 4 Gutterbones, 3 Sorcerous Spyglass, ",https://www.mtgtop8.com/event?e=24144&d=368505&f=ST,15,8,38,14
Devon_Straub,Jund_Sacrifice,"5 Forest, 1 Mountain, 2 Swamp, 4 Blood Crypt, 4 Cauldron Familiar, 3 Murderous Rider, 4 Gilded Goose, 4 Trail of Crumbs, 4 Witch's Oven, 2 Castle Locthwain, 3 Fabled Passage, 3 Lovestruck Beast, 3 Korvold, Fae-Cursed King, 2 Assassin's Trophy, 2 Vraska, Golgari Queen, 4 Stomping Ground, 3 Noxious Grasp, 3 Shifting Ceratops, 4 Overgrown Tomb, 3 Thrashing Brontodon, 3 Duress, 2 Massacre Girl, 3 Paradise Druid, 4 Mayhem Devil, ",https://www.mtgtop8.com/event?e=24113&d=368274&f=ST,11,5,34,25
Ben_Stark,UW_Control,"4 Planar Cleansing, 8 Island, 4 Plains, 4 Hallowed Fountain, 2 Giant Killer, 3 Glass Casket, 4 Brazen Borrower, 3 Gadwick, the Wizened, 4 Mystical Dispute, 2 Castle Ardenvale, 3 Castle Vantress, 2 Fabled Passage, 2 Chemister's Insight, 4 Absorb, 4 Opt, 4 Tranquil Cove, 3 Devout Decree, 3 Aether Gust, 1 Finale of Revelation, 4 Dovin's Veto, 4 Teferi, Time Raveler, 3 Time Wipe, ",https://www.mtgtop8.com/event?e=23942&d=366779&f=ST,20,5,31,19
Yamade_Masato,Jund_Sacrifice,"5 Forest, 1 Mountain, 2 Swamp, 4 Blood Crypt, 4 Cauldron Familiar, 2 Epic Downfall, 3 Murderous Rider, 3 Beanstalk Giant, 4 Gilded Goose, 4 Trail of Crumbs, 4 Witch's Oven, 1 Castle Locthwain, 4 Fabled Passage, 3 Lovestruck Beast, 3 Korvold, Fae-Cursed King, 4 Stomping Ground, 2 Noxious Grasp, 2 Shifting Ceratops, 4 Overgrown Tomb, 3 Thrashing Brontodon, 3 Duress, 2 Massacre Girl, 4 Casualties of War, 4 Mayhem Devil, ",https://www.mtgtop8.com/event?e=24122&d=368351&f=ST,11,3,35,26
Matthew_Tyrell,UW_Control,"4 Planar Cleansing, 8 Island, 4 Plains, 4 Hallowed Fountain, 2 Giant Killer, 3 Glass Casket, 4 Brazen Borrower, 3 Gadwick, the Wizened, 4 Mystical Dispute, 2 Castle Ardenvale, 3 Castle Vantress, 2 Fabled Passage, 2 Chemister's Insight, 4 Absorb, 4 Opt, 4 Tranquil Cove, 3 Devout Decree, 2 Aether Gust, 2 Mass Manipulation, 1 Finale of Revelation, 3 Dovin's Veto, 4 Teferi, Time Raveler, 3 Time Wipe, ",https://www.mtgtop8.com/event?e=23956&d=366947&f=ST,20,5,33,17
Teemu_Halonen,Izzet,"10 Island, 4 Mountain, 4 Brazen Borrower, 4 Gadwick, the Wizened, 4 Mystical Dispute, 4 Bonecrusher Giant, 1 Embercleave, 2 Scorching Dragonfire, 1 Castle Vantress, 2 Fabled Passage, 4 Lava Coil, 4 Ionize, 1 Niv-Mizzet, Parun, 4 Steam Vents, 4 Opt, 4 Temple of Epiphany, 4 Brineborn Cutthroat, 1 Chandra, Awakened Inferno, 3 Flame Sweep, 3 Negate, 3 Quench, 3 Ral's Outburst, 1 Blast Zone, ",https://www.mtgtop8.com/event?e=23996&d=367292&f=ST,26,6,25,18
Logan_Young,Adventure,"7 Forest, 6 Swamp, 2 Epic Downfall, 4 Foulmire Knight, 4 Murderous Rider, 2 Order of Midnight, 2 Witch's Vengeance, 4 Edgewall Innkeeper, 1 The Great Henge, 4 Questing Beast, 1 Castle Locthwain, 3 Fabled Passage, 4 Lovestruck Beast, 2 Rankle, Master of Pranks, 2 Assassin's Trophy, 3 Temple of Malady, 2 Legion's End, 2 Noxious Grasp, 3 Shifting Ceratops, 3 Vivien, Arkbow Ranger, 4 Overgrown Tomb, 2 Thrashing Brontodon, 3 Duress, 2 Massacre Girl, 3 Paradise Druid, ",https://www.mtgtop8.com/event?e=24225&d=369066&f=ST,16,10,30,19
Paul_Herr,Jund_Aggro,"6 Forest, 4 Swamp, 4 Blood Crypt, 4 Cauldron Familiar, 3 Murderous Rider, 1 Giant Opportunity, 4 Gilded Goose, 4 Once Upon a Time, 4 Trail of Crumbs, 3 Wicked Wolf, 4 Witch's Oven, 2 Castle Locthwain, 4 Lovestruck Beast, 1 Korvold, Fae-Cursed King, 1 Midnight Reaper, 4 Stomping Ground, 4 Rotting Regisaur, 2 Veil of Summer, 4 Overgrown Tomb, 2 Thrashing Brontodon, 3 Duress, 3 Massacre Girl, 4 Mayhem Devil, ",https://www.mtgtop8.com/event?e=23739&d=364830&f=ST,13,1,40,21
_Falcon_,Golgari_Citadel,"7 Forest, 8 Swamp, 4 Cauldron Familiar, 4 Murderous Rider, 4 Gilded Goose, 4 Trail of Crumbs, 4 Wicked Wolf, 4 Witch's Oven, 2 Castle Locthwain, 4 Lovestruck Beast, 4 Midnight Reaper, 2 Vraska, Golgari Queen, 4 Temple of Malady, 1 Noxious Grasp, 4 Overgrown Tomb, 3 Duress, 2 Bolas's Citadel, 3 Massacre Girl, 3 Paradise Druid, 1 Return to Nature, 3 Casualties of War, ",https://www.mtgtop8.com/event?e=24200&d=368897&f=ST,19,2,38,16
_Falcon_,Golgari_Aggro,"7 Forest, 8 Swamp, 4 Cauldron Familiar, 4 Murderous Rider, 4 Gilded Goose, 4 Trail of Crumbs, 4 Wicked Wolf, 4 Witch's Oven, 2 Castle Locthwain, 4 Lovestruck Beast, 4 Midnight Reaper, 2 Vraska, Golgari Queen, 4 Temple of Malady, 1 Noxious Grasp, 4 Overgrown Tomb, 3 Duress, 2 Bolas's Citadel, 3 Massacre Girl, 3 Paradise Druid, 1 Return to Nature, 3 Casualties of War, ",https://www.mtgtop8.com/event?e=24050&d=367816&f=ST,19,2,38,16
Venom1,Golgari_Aggro,"11 Forest, 6 Swamp, 4 Cauldron Familiar, 3 Murderous Rider, 4 Gilded Goose, 4 Trail of Crumbs, 4 Wicked Wolf, 4 Witch's Oven, 1 Castle Locthwain, 3 Fabled Passage, 1 Garruk, Cursed Huntsman, 4 Lovestruck Beast, 4 Midnight Reaper, 3 Ritual of Soot, 2 Vraska, Golgari Queen, 2 Noxious Grasp, 4 Overgrown Tomb, 2 Thrashing Brontodon, 2 Duress, 3 Massacre Girl, 2 Paradise Druid, 2 Casualties of War, ",https://www.mtgtop8.com/event?e=24240&d=369205&f=ST,19,3,35,18
Pierson_Laughlin,Golgari_Sacrifice,"9 Forest, 7 Swamp, 4 Cauldron Familiar, 3 Murderous Rider, 4 Gilded Goose, 4 Trail of Crumbs, 4 Witch's Oven, 1 Castle Locthwain, 2 Midnight Reaper, 2 Vraska, Golgari Queen, 4 Temple of Malady, 4 Rotting Regisaur, 3 Shifting Ceratops, 4 Overgrown Tomb, 3 Thrashing Brontodon, 3 Duress, 2 Massacre Girl, 4 Paradise Druid, 2 Return to Nature, 4 Casualties of War, 2 Disfigure, ",https://www.mtgtop8.com/event?e=23942&d=366819&f=ST,21,2,31,21
TeamGreed,Izzet_Control,"3 Shock, 7 Island, 5 Mountain, 4 Brazen Borrower, 2 Gadwick, the Wizened, 4 Mystical Dispute, 4 Bonecrusher Giant, 4 Scorching Dragonfire, 3 Castle Vantress, 3 Fabled Passage, 2 Chemister's Insight, 2 Sinister Sabotage, 2 Lava Coil, 4 Ionize, 4 Leyline of the Void, 4 Steam Vents, 4 Opt, 4 Temple of Epiphany, 2 Aether Gust, 4 Brineborn Cutthroat, 2 Chandra, Awakened Inferno, 2 Narset, Parter of Veils, ",https://www.mtgtop8.com/event?e=23812&d=365511&f=ST,23,6,28,18
Alex_Crowther,Adventure,"4 Forest, 3 Island, 2 Mountain, 4 Breeding Pool, 4 Brazen Borrower, 4 Fae of Wishes, 2 Mystical Dispute, 4 Bonecrusher Giant, 4 Beanstalk Giant, 4 Edgewall Innkeeper, 4 Escape to the Wilds, 4 Lucky Clover, 2 Fabled Passage, 4 Lovestruck Beast, 1 Lava Coil, 1 Expansion-Explosion, 4 Steam Vents, 4 Stomping Ground, 1 Temple of Epiphany, 1 Disdainful Stroke, 1 Chandra, Awakened Inferno, 1 Flame Sweep, 1 Negate, 1 Pulse of Murasa, 3 Growth Spiral, 1 Fling, 2 Temple of Mystery, 1 Planewide Celebration, 1 Return to Nature, 1 Tamiyo, Collector of Tales, 1 Sorcerous Spyglass, ",https://www.mtgtop8.com/event?e=23955&d=366937&f=ST,16,5,37,17
spell_of_d,Jund_Sacrifice,"1 Act of Treason, 5 Forest, 1 Mountain, 2 Swamp, 4 Blood Crypt, 4 Cauldron Familiar, 4 Murderous Rider, 2 Witch's Vengeance, 4 Gilded Goose, 4 Trail of Crumbs, 2 Wicked Wolf, 4 Witch's Oven, 1 Castle Locthwain, 4 Fabled Passage, 2 Lovestruck Beast, 3 Korvold, Fae-Cursed King, 2 Vraska, Golgari Queen, 2 Status-Statue, 4 Stomping Ground, 2 Noxious Grasp, 4 Overgrown Tomb, 3 Thrashing Brontodon, 3 Duress, 2 Massacre Girl, 2 Casualties of War, 4 Mayhem Devil, ",https://www.mtgtop8.com/event?e=24200&d=368894&f=ST,12,5,35,23
