,deck_list,player,url,deck_name
45,"1 Disenchant, 7 Island, 4 Plains, 4 Hallowed Fountain, 3 Glass Casket, 1 Brazen Borrower, 3 Gadwick, the Wizened, 2 Castle Ardenvale, 2 Castle Vantress, 4 Fabled Passage, 3 Chemister's Insight, 4 Absorb, 4 Opt, 4 Tranquil Cove, 1 Apostle of Purifying Light, 2 Devout Decree, 4 Aether Gust, 2 Angel of Grace, 1 Quench, 2 Ugin, the Ineffable, 2 Finale of Glory, 3 Prison Realm, 4 Dovin's Veto, 4 Teferi, Time Raveler, 3 Time Wipe, 1 Sorcerous Spyglass, ",Clément_Sarton,https://www.mtgtop8.com/event?e=23754&d=364989&f=ST,Uw_Control
46,"9 Forest, 8 Mountain, 3 Bonecrusher Giant, 2 Embercleave, 2 Redcap Melee, 4 Questing Beast, 2 Fabled Passage, 3 Lovestruck Beast, 4 Pelt Collector, 4 Stomping Ground, 2 Chandra, Awakened Inferno, 2 Shifting Ceratops, 2 Voracious Hydra, 3 Skarrgan Hellkite, 3 Cindervines, 4 Gruul Spellbreaker, 4 Zhur-Taa Goblin, 3 Collision-Colossus, 2 Nissa, Who Shakes the World, 3 Paradise Druid, 3 Domri, Anarch of Bolas, 3 Domri's Ambush, ",Kevin_Duong,https://www.mtgtop8.com/event?e=23810&d=365471&f=ST,Gruul_Midrange
47,"5 Mountain, 10 Swamp, 4 Blood Crypt, 4 Cauldron Familiar, 4 Claim the Firstborn, 4 Witch's Oven, 2 Castle Locthwain, 4 Fabled Passage, 2 Embereth Shieldbreaker, 4 Midnight Reaper, 3 Cavalier of Night, 4 Noxious Grasp, 4 Gutterbones, 4 Priest of Forgotten Gods, 1 Bedevil, 4 Duress, 4 Angrath's Rampage, 4 Dreadhorde Butcher, 4 Mayhem Devil, ",Steven_Maack,https://www.mtgtop8.com/event?e=24112&d=368269&f=ST,Rakdos_Aggro
48,"8 Forest, 8 Plains, 4 Faerie Guidemother, 4 Giant Killer, 2 Glass Casket, 4 Shepherd of the Flock, 4 Edgewall Innkeeper, 4 Once Upon a Time, 2 Questing Beast, 1 Castle Ardenvale, 1 Flaxen Intruder, 4 Lovestruck Beast, 2 Conclave Tribunal, 4 Venerated Loxodon, 1 Knight of Autumn, 3 March of the Multitudes, 3 Flower-Flourish, 2 Apostle of Purifying Light, 1 Devout Decree, 2 Veil of Summer, 4 Temple Garden, 2 Unbreakable Formation, 3 Gideon Blackblade, 2 God-Eternal Oketra, ",Chris_Yap,https://www.mtgtop8.com/event?e=23704&d=364532&f=ST,Selesnya_Adventure
49,"1 Disenchant, 2 Island, 2 Mountain, 1 Plains, 4 Hallowed Fountain, 4 Mystical Dispute, 4 Bonecrusher Giant, 4 Fires of Invention, 2 Castle Vantress, 3 Fabled Passage, 2 Kenrith, the Returned King, 4 Deafening Clarion, 2 Justice Strike, 4 Steam Vents, 3 Temple of Epiphany, 2 Devout Decree, 3 Aether Gust, 3 Cavalier of Gales, 4 Cavalier of Flame, 2 Sacred Foundry, 1 Watery Grave, 4 Tithe Taker, 3 Shimmer of Possibility, 4 Sphinx of Foresight, 3 Temple of Triumph, 4 Teferi, Time Raveler, ",RandomDrooler,https://www.mtgtop8.com/event?e=24131&d=368424&f=ST,Sultai_Ramp
50,"1 Disenchant, 2 Island, 2 Mountain, 1 Plains, 4 Hallowed Fountain, 4 Mystical Dispute, 4 Bonecrusher Giant, 4 Fires of Invention, 2 Castle Vantress, 3 Fabled Passage, 2 Kenrith, the Returned King, 4 Deafening Clarion, 2 Justice Strike, 4 Steam Vents, 3 Temple of Epiphany, 2 Devout Decree, 3 Aether Gust, 3 Cavalier of Gales, 4 Cavalier of Flame, 2 Sacred Foundry, 1 Watery Grave, 4 Tithe Taker, 3 Shimmer of Possibility, 4 Sphinx of Foresight, 3 Temple of Triumph, 4 Teferi, Time Raveler, ",RandomDrooler,https://www.mtgtop8.com/event?e=24131&d=368422&f=ST,Fires_of_Invention
53,"16 Plains, 4 Loyal Pegasus, 4 Faerie Guidemother, 4 Giant Killer, 3 Glass Casket, 4 Hushbringer, 4 Heraldic Banner, 4 Castle Ardenvale, 1 Haazda Marshal, 4 Healer's Hawk, 4 Hunted Witness, 4 Venerated Loxodon, 3 Devout Decree, 4 Raise the Alarm, 4 Tithe Taker, 3 Unbreakable Formation, 4 Gideon Blackblade, 1 Gideon's Sacrifice, ",lampalot,https://www.mtgtop8.com/event?e=24240&d=369214&f=ST,Weenie_White_
54,"7 Forest, 8 Plains, 4 Faerie Guidemother, 4 Giant Killer, 2 Glass Casket, 2 Hushbringer, 3 Shepherd of the Flock, 4 Edgewall Innkeeper, 1 The Great Henge, 1 Once Upon a Time, 2 Questing Beast, 2 Castle Ardenvale, 2 Flaxen Intruder, 4 Lovestruck Beast, 1 Conclave Tribunal, 4 Venerated Loxodon, 2 Knight of Autumn, 2 March of the Multitudes, 1 Trostani Discordant, 3 Flower-Flourish, 2 Devout Decree, 2 Veil of Summer, 4 Temple Garden, 2 Unbreakable Formation, 2 Call of the Conclave, 2 Gideon Blackblade, 2 Prison Realm, ",Dyachenko_Andrew,https://www.mtgtop8.com/event?e=23734&d=364786&f=ST,Selesnya_Adventures
55,"7 Forest, 7 Island, 4 Breeding Pool, 4 Brazen Borrower, 4 Mystical Dispute, 2 Castle Vantress, 1 Fabled Passage, 2 Lovestruck Beast, 2 Chemister's Insight, 2 Sinister Sabotage, 3 Opt, 4 Aether Gust, 4 Nightpack Ambusher, 1 Negate, 2 Quench, 4 Growth Spiral, 4 Frilled Mystic, 2 Hydroid Krasis, 4 Temple of Mystery, 1 Commence the Endgame, 4 Nissa, Who Shakes the World, 3 Paradise Druid, 2 Return to Nature, 2 Sorcerous Spyglass, ",Logan_Nettles,https://www.mtgtop8.com/event?e=24108&d=368241&f=ST,Simic_Flash
56,"4 Forest, 3 Island, 3 Mountain, 4 Breeding Pool, 4 Brazen Borrower, 2 Mystical Dispute, 4 Bonecrusher Giant, 3 Embercleave, 3 Questing Beast, 3 The Royal Scions, 1 Castle Garenbrig, 3 Fabled Passage, 2 Lovestruck Beast, 3 Lava Coil, 3 Steam Vents, 3 Stomping Ground, 2 Disdainful Stroke, 2 Aether Gust, 1 Vivien, Arkbow Ranger, 3 Thrashing Brontodon, 3 Mass Manipulation, 4 Growth Spiral, 4 Hydroid Krasis, 4 Nissa, Who Shakes the World, 4 Paradise Druid, ",Thomas_Bocahut,https://www.mtgtop8.com/event?e=23803&d=365412&f=ST,Temur_Midrange
57,"9 Forest, 8 Island, 4 Breeding Pool, 3 Gadwick, the Wizened, 3 Mystical Dispute, 1 Castle Garenbrig, 2 Castle Vantress, 1 Quasiduplicate, 1 Disdainful Stroke, 4 Aether Gust, 4 Cavalier of Thorns, 4 Leafkin Druid, 3 Shifting Ceratops, 4 Risen Reef, 1 Negate, 2 Mass Manipulation, 4 Growth Spiral, 4 Hydroid Krasis, 4 Temple of Mystery, 4 Nissa, Who Shakes the World, 1 Paradise Druid, 3 Return to Nature, 1 Tamiyo, Collector of Tales, ",Drake_Sasser,https://www.mtgtop8.com/event?e=24032&d=367626&f=ST,Simic_Ramp_Elemental
58,"2 Shock, 10 Forest, 8 Mountain, 2 Grafdigger's Cage, 3 Bonecrusher Giant, 3 Embercleave, 2 Redcap Melee, 2 Questing Beast, 4 Kraul Harpooner, 4 Pelt Collector, 4 Stomping Ground, 1 Rugged Highlands, 2 Flame Sweep, 3 Shifting Ceratops, 3 Thrashing Brontodon, 2 Skarrgan Hellkite, 2 Cindervines, 4 Gruul Spellbreaker, 4 Zhur-Taa Goblin, 3 Collision-Colossus, 2 God-Eternal Rhonas, 3 Paradise Druid, 2 Sorcerous Spyglass, ",Laschenov_Ivan,https://www.mtgtop8.com/event?e=23800&d=365394&f=ST,Gruul_Aggro
59,"4 Forest, 2 Island, 1 Mountain, 3 Unsummon, 4 Breeding Pool, 4 Brazen Borrower, 2 Mystical Dispute, 4 Bonecrusher Giant, 2 Questing Beast, 1 Castle Vantress, 3 Fabled Passage, 3 Ionize, 4 Steam Vents, 4 Stomping Ground, 1 Temple of Epiphany, 1 Disdainful Stroke, 3 Aether Gust, 2 Tale's End, 2 Chandra, Awakened Inferno, 2 Flame Sweep, 4 Nightpack Ambusher, 2 Cindervines, 3 Frilled Mystic, 3 Hydroid Krasis, 1 Temple of Mystery, 1 Lazotep Plating, 3 Nissa, Who Shakes the World, 4 Paradise Druid, 2 Sorcerous Spyglass, ",Inoue_Hiroki,https://www.mtgtop8.com/event?e=23980&d=367112&f=ST,Temur_Flash
60,"1 Forest, 2 Island, 2 Mountain, 4 Breeding Pool, 3 Mystical Dispute, 3 Escape to the Wilds, 2 Castle Vantress, 3 Fabled Passage, 3 Chemister's Insight, 2 Lava Coil, 3 Niv-Mizzet, Parun, 4 Expansion-Explosion, 4 Steam Vents, 4 Stomping Ground, 4 Opt, 3 Temple of Epiphany, 4 Aether Gust, 4 Flame Sweep, 3 Fry, 3 Veil of Summer, 3 Negate, 4 Wilderness Reclamation, 4 Growth Spiral, 2 Temple of Mystery, 1 Narset, Parter of Veils, ",Suzuki_Kazushige,https://www.mtgtop8.com/event?e=23749&d=364942&f=ST,Temur_Reclamation
61,"3 Shock, 10 Forest, 8 Mountain, 4 Bonecrusher Giant, 4 Embercleave, 4 Questing Beast, 2 Fabled Passage, 3 Lava Coil, 2 Kraul Harpooner, 4 Pelt Collector, 4 Stomping Ground, 3 Shifting Ceratops, 3 Thrashing Brontodon, 3 Skarrgan Hellkite, 4 Growth-Chamber Guardian, 2 Cindervines, 4 Gruul Spellbreaker, 4 Zhur-Taa Goblin, 4 Domri's Ambush, ",Tirentu,https://www.mtgtop8.com/event?e=23812&d=365506&f=ST,Gruul_Aggro
62,"4 Shock, 14 Mountain, 4 Bonecrusher Giant, 3 Redcap Melee, 3 Rimrock Knight, 4 Slaying Fire, 2 Castle Embereth, 3 Dwarven Mine, 2 Torbran, Thane of Red Fell, 4 Experimental Frenzy, 3 Lava Coil, 3 Legion Warboss, 4 Runaway Steam-Kin, 1 Chandra's Pyrohelix, 2 Flame Sweep, 2 Fry, 4 Leyline of Combustion, 3 Scorch Spitter, 3 Light Up the Stage, 4 Skewer the Critics, 3 Tibalt, Rakish Instigator, ",Tyler_Cook,https://www.mtgtop8.com/event?e=24214&d=368963&f=ST,Mono_Red_Aggro
63,"6 Mountain, 9 Swamp, 4 Blood Crypt, 4 Blacklance Paragon, 2 Epic Downfall, 2 Murderous Rider, 2 Bonecrusher Giant, 4 Embercleave, 4 Stormfist Crusader, 1 Castle Locthwain, 4 Tournament Grounds, 3 Embereth Shieldbreaker, 4 Fervent Champion, 2 Cavalier of Night, 4 Knight of the Ebon Legion, 2 Legion's End, 2 Noxious Grasp, 4 Rotting Regisaur, 4 Drill Bit, 4 Gutterbones, 2 Spawn of Mayhem, 1 Massacre Girl, 1 Sorcerous Spyglass, ",Dylan_Nollen,https://www.mtgtop8.com/event?e=24108&d=368245&f=ST,Rakdos_Aggro
64,"2 Planar Cleansing, 2 Disenchant, 2 Island, 2 Mountain, 1 Plains, 4 Hallowed Fountain, 4 Mystical Dispute, 2 Bonecrusher Giant, 4 Fires of Invention, 3 Castle Vantress, 3 Fabled Passage, 3 Kenrith, the Returned King, 4 Deafening Clarion, 1 Justice Strike, 4 Steam Vents, 3 Temple of Epiphany, 2 Devout Decree, 2 Aether Gust, 3 Cavalier of Gales, 4 Cavalier of Flame, 2 Sacred Foundry, 4 Tithe Taker, 3 Shimmer of Possibility, 4 Sphinx of Foresight, 3 Temple of Triumph, 4 Teferi, Time Raveler, ",Andy_Peters,https://www.mtgtop8.com/event?e=24240&d=369199&f=ST,Fires_of_Invention
65,"5 Forest, 1 Mountain, 2 Swamp, 4 Blood Crypt, 4 Cauldron Familiar, 2 Epic Downfall, 3 Murderous Rider, 3 Beanstalk Giant, 4 Gilded Goose, 4 Trail of Crumbs, 2 Wicked Wolf, 4 Witch's Oven, 2 Castle Locthwain, 3 Fabled Passage, 2 Lovestruck Beast, 3 Korvold, Fae-Cursed King, 4 Stomping Ground, 2 Noxious Grasp, 4 Overgrown Tomb, 3 Thrashing Brontodon, 2 Drill Bit, 2 Duress, 2 Massacre Girl, 4 Casualties of War, 4 Mayhem Devil, ",Jamie_Katz,https://www.mtgtop8.com/event?e=24112&d=368271&f=ST,Jund_Sacrifice
66,"6 Forest, 1 Island, 1 Plains, 4 Breeding Pool, 4 Hallowed Fountain, 2 Mystical Dispute, 4 Gilded Goose, 2 Questing Beast, 1 Castle Vantress, 3 Fabled Passage, 2 Devout Decree, 4 Leafkin Druid, 3 Shifting Ceratops, 3 Vivien, Arkbow Ranger, 4 Voracious Hydra, 4 Risen Reef, 3 Negate, 4 Temple Garden, 2 Thrashing Brontodon, 3 Deputy of Detention, 4 Hydroid Krasis, 4 Nissa, Who Shakes the World, 3 Bioessence Hydra, 4 Teferi, Time Raveler, ",Tomita_Hiroki,https://www.mtgtop8.com/event?e=23790&d=365307&f=ST,Bant_Ramp
67,"8 Forest, 7 Swamp, 4 Cauldron Familiar, 4 Murderous Rider, 4 Gilded Goose, 4 Trail of Crumbs, 2 Deathless Knight, 4 Witch's Oven, 2 Castle Locthwain, 1 Fabled Passage, 4 Lovestruck Beast, 3 Midnight Reaper, 2 Vraska, Golgari Queen, 3 Temple of Malady, 1 Legion's End, 1 Noxious Grasp, 4 Overgrown Tomb, 3 Thrashing Brontodon, 4 Duress, 3 Massacre Girl, 2 Paradise Druid, 2 Return to Nature, 3 Casualties of War, ",Andrea_Gereon,https://www.mtgtop8.com/event?e=23942&d=366772&f=ST,Golgari_Sacrifice
68,"4 Forest, 1 Mountain, 2 Swamp, 4 Blood Crypt, 4 Cauldron Familiar, 3 Murderous Rider, 1 Beanstalk Giant, 4 Gilded Goose, 4 Trail of Crumbs, 2 Wicked Wolf, 4 Witch's Oven, 2 Castle Locthwain, 4 Fabled Passage, 2 Lovestruck Beast, 4 Korvold, Fae-Cursed King, 4 Stomping Ground, 4 Noxious Grasp, 4 Overgrown Tomb, 3 Thrashing Brontodon, 3 Duress, 2 Massacre Girl, 2 Paradise Druid, 4 Casualties of War, 4 Mayhem Devil, ",Dom_Harvey,https://www.mtgtop8.com/event?e=24225&d=369061&f=ST,Jund_Sacrifice
69,"1 Disenchant, 2 Island, 2 Mountain, 1 Plains, 4 Hallowed Fountain, 4 Mystical Dispute, 2 Bonecrusher Giant, 4 Fires of Invention, 3 Castle Vantress, 3 Fabled Passage, 3 Kenrith, the Returned King, 4 Deafening Clarion, 3 Justice Strike, 4 Steam Vents, 3 Temple of Epiphany, 2 Devout Decree, 3 Aether Gust, 3 Cavalier of Gales, 4 Cavalier of Flame, 2 Sacred Foundry, 4 Tithe Taker, 3 Shimmer of Possibility, 4 Sphinx of Foresight, 3 Temple of Triumph, 4 Teferi, Time Raveler, ",Lukas261997,https://www.mtgtop8.com/event?e=24137&d=368460&f=ST,Fires_of_Invention
70,"9 Island, 4 Mountain, 4 Brazen Borrower, 4 Gadwick, the Wizened, 4 Mystical Dispute, 4 Bonecrusher Giant, 1 Embercleave, 3 Scorching Dragonfire, 2 Castle Vantress, 2 Fabled Passage, 2 Lava Coil, 4 Ionize, 4 Steam Vents, 4 Opt, 4 Temple of Epiphany, 1 Aether Gust, 4 Brineborn Cutthroat, 3 Flame Sweep, 3 Negate, 3 Quench, 2 Skarrgan Hellkite, 3 Ral's Outburst, 1 Blast Zone, ",Biggoon86,https://www.mtgtop8.com/event?e=24042&d=367727&f=ST,Simic_Flash
71,"9 Island, 4 Mountain, 4 Brazen Borrower, 4 Gadwick, the Wizened, 4 Mystical Dispute, 4 Bonecrusher Giant, 1 Embercleave, 3 Scorching Dragonfire, 2 Castle Vantress, 2 Fabled Passage, 2 Lava Coil, 4 Ionize, 4 Steam Vents, 4 Opt, 4 Temple of Epiphany, 1 Aether Gust, 4 Brineborn Cutthroat, 3 Flame Sweep, 3 Negate, 3 Quench, 2 Skarrgan Hellkite, 3 Ral's Outburst, 1 Blast Zone, ",Biggoon86,https://www.mtgtop8.com/event?e=23947&d=366880&f=ST,Rakdos_Aristocrats
74,"1 Forest, 2 Island, 2 Mountain, 4 Breeding Pool, 2 Brazen Borrower, 3 Mystical Dispute, 4 Bonecrusher Giant, 3 Scorching Dragonfire, 1 Castle Vantress, 3 Fabled Passage, 4 Chemister's Insight, 2 Niv-Mizzet, Parun, 4 Expansion-Explosion, 4 Steam Vents, 4 Stomping Ground, 4 Opt, 2 Temple of Epiphany, 3 Aether Gust, 3 Flame Sweep, 4 Nightpack Ambusher, 4 Negate, 4 Wilderness Reclamation, 4 Growth Spiral, 3 Temple of Mystery, 1 Narset, Parter of Veils, ",Nishiura_Ryousuke,https://www.mtgtop8.com/event?e=23907&d=366409&f=ST,Temur_Reclamation
75,"7 Forest, 7 Island, 4 Breeding Pool, 3 Brazen Borrower, 4 Mystical Dispute, 2 Kenrith's Transformation, 2 Castle Vantress, 1 Fabled Passage, 4 Lovestruck Beast, 1 Chemister's Insight, 2 Sinister Sabotage, 2 Opt, 4 Aether Gust, 4 Nightpack Ambusher, 1 Negate, 2 Quench, 4 Growth Spiral, 4 Frilled Mystic, 3 Hydroid Krasis, 4 Temple of Mystery, 4 Nissa, Who Shakes the World, 3 Paradise Druid, 1 Crushing Canopy, 2 Sorcerous Spyglass, ",Brian_Weller-gordon,https://www.mtgtop8.com/event?e=24108&d=368240&f=ST,Simic_Flash
76,"6 Mountain, 9 Swamp, 4 Blood Crypt, 4 Blacklance Paragon, 3 Epic Downfall, 2 Murderous Rider, 2 Bonecrusher Giant, 4 Embercleave, 4 Stormfist Crusader, 1 Castle Locthwain, 4 Tournament Grounds, 3 Embereth Shieldbreaker, 2 Rankle, Master of Pranks, 4 Fervent Champion, 2 Cavalier of Night, 4 Knight of the Ebon Legion, 2 Legion's End, 2 Noxious Grasp, 4 Rotting Regisaur, 2 Drill Bit, 4 Gutterbones, 3 Sorcerous Spyglass, ",Ace_Ashley_Baron,https://www.mtgtop8.com/event?e=24144&d=368505&f=ST,Rakdos_Aggro
77,"5 Forest, 1 Mountain, 2 Swamp, 4 Blood Crypt, 4 Cauldron Familiar, 3 Murderous Rider, 4 Gilded Goose, 4 Trail of Crumbs, 4 Witch's Oven, 2 Castle Locthwain, 3 Fabled Passage, 3 Lovestruck Beast, 3 Korvold, Fae-Cursed King, 2 Assassin's Trophy, 2 Vraska, Golgari Queen, 4 Stomping Ground, 3 Noxious Grasp, 3 Shifting Ceratops, 4 Overgrown Tomb, 3 Thrashing Brontodon, 3 Duress, 2 Massacre Girl, 3 Paradise Druid, 4 Mayhem Devil, ",Devon_Straub,https://www.mtgtop8.com/event?e=24113&d=368274&f=ST,Jund_Sacrifice
78,"4 Planar Cleansing, 8 Island, 4 Plains, 4 Hallowed Fountain, 2 Giant Killer, 3 Glass Casket, 4 Brazen Borrower, 3 Gadwick, the Wizened, 4 Mystical Dispute, 2 Castle Ardenvale, 3 Castle Vantress, 2 Fabled Passage, 2 Chemister's Insight, 4 Absorb, 4 Opt, 4 Tranquil Cove, 3 Devout Decree, 3 Aether Gust, 1 Finale of Revelation, 4 Dovin's Veto, 4 Teferi, Time Raveler, 3 Time Wipe, ",Ben_Stark,https://www.mtgtop8.com/event?e=23942&d=366779&f=ST,UW_Control
79,"5 Forest, 1 Mountain, 2 Swamp, 4 Blood Crypt, 4 Cauldron Familiar, 2 Epic Downfall, 3 Murderous Rider, 3 Beanstalk Giant, 4 Gilded Goose, 4 Trail of Crumbs, 4 Witch's Oven, 1 Castle Locthwain, 4 Fabled Passage, 3 Lovestruck Beast, 3 Korvold, Fae-Cursed King, 4 Stomping Ground, 2 Noxious Grasp, 2 Shifting Ceratops, 4 Overgrown Tomb, 3 Thrashing Brontodon, 3 Duress, 2 Massacre Girl, 4 Casualties of War, 4 Mayhem Devil, ",Yamade_Masato,https://www.mtgtop8.com/event?e=24122&d=368351&f=ST,Jund_Sacrifice
80,"4 Planar Cleansing, 8 Island, 4 Plains, 4 Hallowed Fountain, 2 Giant Killer, 3 Glass Casket, 4 Brazen Borrower, 3 Gadwick, the Wizened, 4 Mystical Dispute, 2 Castle Ardenvale, 3 Castle Vantress, 2 Fabled Passage, 2 Chemister's Insight, 4 Absorb, 4 Opt, 4 Tranquil Cove, 3 Devout Decree, 2 Aether Gust, 2 Mass Manipulation, 1 Finale of Revelation, 3 Dovin's Veto, 4 Teferi, Time Raveler, 3 Time Wipe, ",Matthew_Tyrell,https://www.mtgtop8.com/event?e=23956&d=366947&f=ST,UW_Control
81,"10 Island, 4 Mountain, 4 Brazen Borrower, 4 Gadwick, the Wizened, 4 Mystical Dispute, 4 Bonecrusher Giant, 1 Embercleave, 2 Scorching Dragonfire, 1 Castle Vantress, 2 Fabled Passage, 4 Lava Coil, 4 Ionize, 1 Niv-Mizzet, Parun, 4 Steam Vents, 4 Opt, 4 Temple of Epiphany, 4 Brineborn Cutthroat, 1 Chandra, Awakened Inferno, 3 Flame Sweep, 3 Negate, 3 Quench, 3 Ral's Outburst, 1 Blast Zone, ",Teemu_Halonen,https://www.mtgtop8.com/event?e=23996&d=367292&f=ST,Izzet
82,"7 Forest, 6 Swamp, 2 Epic Downfall, 4 Foulmire Knight, 4 Murderous Rider, 2 Order of Midnight, 2 Witch's Vengeance, 4 Edgewall Innkeeper, 1 The Great Henge, 4 Questing Beast, 1 Castle Locthwain, 3 Fabled Passage, 4 Lovestruck Beast, 2 Rankle, Master of Pranks, 2 Assassin's Trophy, 3 Temple of Malady, 2 Legion's End, 2 Noxious Grasp, 3 Shifting Ceratops, 3 Vivien, Arkbow Ranger, 4 Overgrown Tomb, 2 Thrashing Brontodon, 3 Duress, 2 Massacre Girl, 3 Paradise Druid, ",Logan_Young,https://www.mtgtop8.com/event?e=24225&d=369066&f=ST,Adventure
83,"6 Forest, 4 Swamp, 4 Blood Crypt, 4 Cauldron Familiar, 3 Murderous Rider, 1 Giant Opportunity, 4 Gilded Goose, 4 Once Upon a Time, 4 Trail of Crumbs, 3 Wicked Wolf, 4 Witch's Oven, 2 Castle Locthwain, 4 Lovestruck Beast, 1 Korvold, Fae-Cursed King, 1 Midnight Reaper, 4 Stomping Ground, 4 Rotting Regisaur, 2 Veil of Summer, 4 Overgrown Tomb, 2 Thrashing Brontodon, 3 Duress, 3 Massacre Girl, 4 Mayhem Devil, ",Paul_Herr,https://www.mtgtop8.com/event?e=23739&d=364830&f=ST,Jund_Aggro
84,"7 Forest, 8 Swamp, 4 Cauldron Familiar, 4 Murderous Rider, 4 Gilded Goose, 4 Trail of Crumbs, 4 Wicked Wolf, 4 Witch's Oven, 2 Castle Locthwain, 4 Lovestruck Beast, 4 Midnight Reaper, 2 Vraska, Golgari Queen, 4 Temple of Malady, 1 Noxious Grasp, 4 Overgrown Tomb, 3 Duress, 2 Bolas's Citadel, 3 Massacre Girl, 3 Paradise Druid, 1 Return to Nature, 3 Casualties of War, ",_Falcon_,https://www.mtgtop8.com/event?e=24200&d=368897&f=ST,Golgari_Citadel
85,"7 Forest, 8 Swamp, 4 Cauldron Familiar, 4 Murderous Rider, 4 Gilded Goose, 4 Trail of Crumbs, 4 Wicked Wolf, 4 Witch's Oven, 2 Castle Locthwain, 4 Lovestruck Beast, 4 Midnight Reaper, 2 Vraska, Golgari Queen, 4 Temple of Malady, 1 Noxious Grasp, 4 Overgrown Tomb, 3 Duress, 2 Bolas's Citadel, 3 Massacre Girl, 3 Paradise Druid, 1 Return to Nature, 3 Casualties of War, ",_Falcon_,https://www.mtgtop8.com/event?e=24050&d=367816&f=ST,Golgari_Aggro
88,"11 Forest, 6 Swamp, 4 Cauldron Familiar, 3 Murderous Rider, 4 Gilded Goose, 4 Trail of Crumbs, 4 Wicked Wolf, 4 Witch's Oven, 1 Castle Locthwain, 3 Fabled Passage, 1 Garruk, Cursed Huntsman, 4 Lovestruck Beast, 4 Midnight Reaper, 3 Ritual of Soot, 2 Vraska, Golgari Queen, 2 Noxious Grasp, 4 Overgrown Tomb, 2 Thrashing Brontodon, 2 Duress, 3 Massacre Girl, 2 Paradise Druid, 2 Casualties of War, ",Venom1,https://www.mtgtop8.com/event?e=24240&d=369205&f=ST,Golgari_Aggro
89,"9 Forest, 7 Swamp, 4 Cauldron Familiar, 3 Murderous Rider, 4 Gilded Goose, 4 Trail of Crumbs, 4 Witch's Oven, 1 Castle Locthwain, 2 Midnight Reaper, 2 Vraska, Golgari Queen, 4 Temple of Malady, 4 Rotting Regisaur, 3 Shifting Ceratops, 4 Overgrown Tomb, 3 Thrashing Brontodon, 3 Duress, 2 Massacre Girl, 4 Paradise Druid, 2 Return to Nature, 4 Casualties of War, 2 Disfigure, ",Pierson_Laughlin,https://www.mtgtop8.com/event?e=23942&d=366819&f=ST,Golgari_Sacrifice
90,"3 Shock, 7 Island, 5 Mountain, 4 Brazen Borrower, 2 Gadwick, the Wizened, 4 Mystical Dispute, 4 Bonecrusher Giant, 4 Scorching Dragonfire, 3 Castle Vantress, 3 Fabled Passage, 2 Chemister's Insight, 2 Sinister Sabotage, 2 Lava Coil, 4 Ionize, 4 Leyline of the Void, 4 Steam Vents, 4 Opt, 4 Temple of Epiphany, 2 Aether Gust, 4 Brineborn Cutthroat, 2 Chandra, Awakened Inferno, 2 Narset, Parter of Veils, ",TeamGreed,https://www.mtgtop8.com/event?e=23812&d=365511&f=ST,Izzet_Control
91,"4 Forest, 3 Island, 2 Mountain, 4 Breeding Pool, 4 Brazen Borrower, 4 Fae of Wishes, 2 Mystical Dispute, 4 Bonecrusher Giant, 4 Beanstalk Giant, 4 Edgewall Innkeeper, 4 Escape to the Wilds, 4 Lucky Clover, 2 Fabled Passage, 4 Lovestruck Beast, 1 Lava Coil, 1 Expansion-Explosion, 4 Steam Vents, 4 Stomping Ground, 1 Temple of Epiphany, 1 Disdainful Stroke, 1 Chandra, Awakened Inferno, 1 Flame Sweep, 1 Negate, 1 Pulse of Murasa, 3 Growth Spiral, 1 Fling, 2 Temple of Mystery, 1 Planewide Celebration, 1 Return to Nature, 1 Tamiyo, Collector of Tales, 1 Sorcerous Spyglass, ",Alex_Crowther,https://www.mtgtop8.com/event?e=23955&d=366937&f=ST,Adventure
92,"1 Act of Treason, 5 Forest, 1 Mountain, 2 Swamp, 4 Blood Crypt, 4 Cauldron Familiar, 4 Murderous Rider, 2 Witch's Vengeance, 4 Gilded Goose, 4 Trail of Crumbs, 2 Wicked Wolf, 4 Witch's Oven, 1 Castle Locthwain, 4 Fabled Passage, 2 Lovestruck Beast, 3 Korvold, Fae-Cursed King, 2 Vraska, Golgari Queen, 2 Status-Statue, 4 Stomping Ground, 2 Noxious Grasp, 4 Overgrown Tomb, 3 Thrashing Brontodon, 3 Duress, 2 Massacre Girl, 2 Casualties of War, 4 Mayhem Devil, ",spell_of_d,https://www.mtgtop8.com/event?e=24200&d=368894&f=ST,Jund_Sacrifice
93,"3 Forest, 1 Mountain, 3 Swamp, 4 Blood Crypt, 3 Cauldron Familiar, 3 Murderous Rider, 1 Specter's Shriek, 3 Beanstalk Giant, 4 Gilded Goose, 4 Trail of Crumbs, 2 Wicked Wolf, 3 Witch's Oven, 2 Castle Locthwain, 4 Fabled Passage, 4 Lovestruck Beast, 2 Korvold, Fae-Cursed King, 1 Vraska, Golgari Queen, 4 Stomping Ground, 1 Legion's End, 1 Noxious Grasp, 4 Overgrown Tomb, 3 Thrashing Brontodon, 4 Duress, 3 Massacre Girl, 4 Casualties of War, 4 Mayhem Devil, ",kbzx,https://www.mtgtop8.com/event?e=24050&d=367821&f=ST,Jund_Sacrifice
